OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
865,865,2023,11/27/2023 5:00:00 AM,11/27/2023 5:00:00 AM,Monday,Religion,Muslim (Islam),Threats Utter To Person,Richmond,Sector 12,West,5050151.03,Ward 21 - Rideau-Jock,David Brown,Criminal
866,866,2023,11/28/2023 5:00:00 AM,11/23/2023 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
867,867,2023,11/29/2023 5:00:00 AM,11/29/2023 5:00:00 AM,Wednesday,Language,English,Wilful Promotion Of Hatred,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
868,868,2023,12/1/2023 5:00:00 AM,12/1/2023 5:00:00 AM,Friday,Race/Ethnicity,Chinese,Mischief Cultural Property,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
869,869,2023,12/5/2023 5:00:00 AM,12/5/2023 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
870,870,2023,12/5/2023 5:00:00 AM,12/4/2023 5:00:00 AM,Monday,Race/Ethnicity,Black,Mischief To Property,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
871,871,2023,12/9/2023 5:00:00 AM,11/21/2023 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
872,872,2023,12/10/2023 5:00:00 AM,12/9/2023 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Orléans Chapel Hill South,Sector 31,East,5050125.10,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
873,873,2023,12/12/2023 5:00:00 AM,12/9/2023 5:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Mischief To Property,Orléans Village - Chateauneuf,Sector 31,East,5050125.08,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
874,874,2023,12/13/2023 5:00:00 AM,12/13/2023 5:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief Hate Cultrl/Rel Prop,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.04,Ward 18 - Alta Vista,Marty Carr,Non-Criminal
875,875,2023,12/17/2023 5:00:00 AM,12/13/2023 5:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
876,876,2023,12/18/2023 5:00:00 AM,12/8/2023 5:00:00 AM,Friday,Race/Ethnicity,Other race/ethnicity,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
877,877,2023,12/21/2023 5:00:00 AM,12/20/2023 5:00:00 AM,Wednesday,Religion,Jewish,Threats Utter To Person,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
878,878,2023,12/21/2023 5:00:00 AM,12/21/2023 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,Bayshore,Sector 14,West,5050138.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
879,879,2023,12/22/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Race/Ethnicity,Black,Assault Level 1,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
880,880,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
881,881,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
882,882,2023,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,Saturday,Religion,Jewish,Indecent Communications,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
883,883,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
884,884,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Mental or Physical Disability,Mental,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
885,885,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
886,886,2023,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,Saturday,Other Similar Factor,non,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
887,887,2023,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
888,888,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
889,889,2023,12/23/2023 5:00:00 AM,12/23/2023 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Hunt Club East - Western Community,Sector 35,East,5050002.05,Ward 16 - River,Riley Brockington,Criminal
890,890,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Breach Undertaking/Recog/Fta,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
891,891,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
892,892,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
893,893,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
894,894,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
895,895,2023,12/23/2023 5:00:00 AM,12/22/2023 5:00:00 AM,Friday,Other Similar Factor,non,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
896,896,2024,1/1/2024 5:00:00 AM,1/1/2024 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
897,897,2024,1/4/2024 5:00:00 AM,1/4/2024 5:00:00 AM,Thursday,Religion,Catholic,Mischief Hate Cultrl/Rel Prop,Carp,Sector 11,West,5050300.01,Ward 5 - West Carleton-March,Clarke Kelly,Criminal
898,898,2024,1/6/2024 5:00:00 AM,1/6/2024 5:00:00 AM,Saturday,Race/Ethnicity,"India,Pakistan/South Asian",Robbery Business,Glebe - Dows Lake,Sector 22,Central,5050036.00,Ward 17 - Capital,Shawn Menard,Criminal
899,899,2024,1/8/2024 5:00:00 AM,1/8/2024 5:00:00 AM,Monday,Race/Ethnicity,"India,Pakistan/South Asian",Threats To Property/Animal,Orléans Chapel Hill South,Sector 31,East,5050125.11,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
900,900,2024,1/10/2024 5:00:00 AM,1/10/2024 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Carlington,Sector 21,Central,5050022.00,Ward 16 - River,Riley Brockington,Criminal
901,901,2024,1/10/2024 5:00:00 AM,12/17/2023 5:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief Hate Cultrl/Rel Prop,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
902,902,2024,1/11/2024 5:00:00 AM,1/11/2024 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
903,903,2024,1/12/2024 5:00:00 AM,1/12/2024 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
904,904,2024,1/13/2024 5:00:00 AM,1/13/2024 5:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Threats Utter To Person,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.24,Ward 3 - Barrhaven West,David Hill,Criminal
905,905,2024,1/14/2024 5:00:00 AM,1/14/2024 5:00:00 AM,Sunday,Gender,LGBTQ2+,Harass Communications,Woodroffe - Lincoln Heights,Sector 14,West,5050031.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
906,906,2024,1/15/2024 5:00:00 AM,1/11/2024 5:00:00 AM,Thursday,Race/Ethnicity,Filipino,Assault Level 1,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
907,907,2024,1/16/2024 5:00:00 AM,1/14/2024 5:00:00 AM,Sunday,Religion,Muslim (Islam),Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
908,908,2024,1/17/2024 5:00:00 AM,1/11/2024 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Assault Level 1,Beechwood Cemetery,Sector 25,Central,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
909,909,2024,1/17/2024 5:00:00 AM,1/16/2024 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Braemar Park - Bel Air Heights - Copeland Park,Sector 17,West,5050024.00,Ward 8 - College,Laine Johnson,Criminal
910,910,2024,1/18/2024 5:00:00 AM,1/18/2024 5:00:00 AM,Thursday,Gender,LGBTQ2+,Threats Utter To Person,Greenbelt - Mer Bleue,Sector 31,East,5050125.03,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
911,911,2024,1/19/2024 5:00:00 AM,1/18/2024 5:00:00 AM,Thursday,Religion,Jewish,Harass Communications,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
912,912,2024,1/19/2024 5:00:00 AM,1/19/2024 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Mischief To Property,Richmond,Sector 12,West,5050151.09,Ward 21 - Rideau-Jock,David Brown,Criminal
913,913,2024,1/23/2024 5:00:00 AM,1/23/2024 5:00:00 AM,Tuesday,Religion,Muslim (Islam),Mischief To Property,Overbrook - McArthur,Sector 25,Central,5050101.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
914,914,2024,1/25/2024 5:00:00 AM,1/25/2024 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Billings Bridge - Alta Vista,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
915,915,2024,1/27/2024 5:00:00 AM,1/27/2024 5:00:00 AM,Saturday,Race/Ethnicity,Black,Threats Utter To Person,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
916,916,2024,1/30/2024 5:00:00 AM,1/30/2024 5:00:00 AM,Tuesday,Religion,Jewish,Threats Utter To Person,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.24,Ward 3 - Barrhaven West,David Hill,Criminal
917,917,2024,2/1/2024 5:00:00 AM,1/31/2024 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Harass Crim Stalking,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.07,Ward 4 - Kanata North,Cathy Curry,Criminal
918,918,2024,2/4/2024 5:00:00 AM,1/27/2024 5:00:00 AM,Saturday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Mischief To Property,Bayshore,Sector 14,West,5050138.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
919,919,2024,2/5/2024 5:00:00 AM,2/5/2024 5:00:00 AM,Monday,Race/Ethnicity,Chinese,Assault Level 1,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
920,920,2024,2/7/2024 5:00:00 AM,2/7/2024 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Beaverbrook,Sector 13,West,5050160.02,Ward 4 - Kanata North,Cathy Curry,Criminal
921,921,2024,2/10/2024 5:00:00 AM,2/10/2024 5:00:00 AM,Saturday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Mischief To Property,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Sector 17,West,5050135.03,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
922,922,2024,2/10/2024 5:00:00 AM,2/10/2024 5:00:00 AM,Saturday,Race/Ethnicity,White,Mischief To Property,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
923,923,2024,2/11/2024 5:00:00 AM,2/11/2024 5:00:00 AM,Sunday,Religion,Jewish,Threats Utter To Person,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
924,924,2024,2/12/2024 5:00:00 AM,2/12/2024 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Beaverbrook,Sector 13,West,5050160.02,Ward 4 - Kanata North,Cathy Curry,Criminal
925,925,2024,2/12/2024 5:00:00 AM,2/12/2024 5:00:00 AM,Monday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Mischief To Property,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
926,926,2024,2/15/2024 5:00:00 AM,2/15/2024 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
927,927,2024,2/18/2024 5:00:00 AM,2/18/2024 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
928,928,2024,2/18/2024 5:00:00 AM,2/18/2024 5:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050021.00,Ward 16 - River,Riley Brockington,Criminal
929,929,2024,2/18/2024 5:00:00 AM,2/18/2024 5:00:00 AM,Sunday,Race/Ethnicity,Other race/ethnicity,Mischief To Property,Centretown,Sector 23,Central,5050039.00,Ward 14 - Somerset,Ariel Troster,Criminal
930,930,2024,2/19/2024 5:00:00 AM,2/16/2024 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Mischief To Property,Rockcliffe - Manor Park,Sector 25,Central,5050059.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
931,931,2024,2/20/2024 5:00:00 AM,2/20/2024 5:00:00 AM,Tuesday,Sexual Orientation,LGBTQ2+,Threats Utter To Person,Vanier South,Sector 25,Central,5050061.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
932,932,2024,2/20/2024 5:00:00 AM,2/20/2024 5:00:00 AM,Tuesday,Race/Ethnicity,Indigenous/Aboriginal,Mischief Cultural Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
933,933,2024,2/21/2024 5:00:00 AM,2/21/2024 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
934,934,2024,2/21/2024 5:00:00 AM,2/21/2024 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Dispute-Neighbour,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Non-Criminal
935,935,2024,2/21/2024 5:00:00 AM,2/21/2024 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Assault Level 1,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
936,936,2024,2/24/2024 5:00:00 AM,2/24/2024 5:00:00 AM,Saturday,Race/Ethnicity,Black,Harass Communications,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
937,937,2024,2/25/2024 5:00:00 AM,2/24/2024 5:00:00 AM,Saturday,Race/Ethnicity,Black,Mischief To Property,Billings Bridge - Alta Vista,Sector 34,East,5050004.00,Ward 17 - Capital,Shawn Menard,Criminal
938,938,2024,2/26/2024 5:00:00 AM,2/26/2024 5:00:00 AM,Monday,Religion,Jewish,Mischief Hate Cultrl/Rel Prop,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
939,939,2024,2/28/2024 5:00:00 AM,2/27/2024 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 23 - Kanata South,Allan Hubley,Criminal
940,940,2024,2/28/2024 5:00:00 AM,1/26/2024 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,B&E Non-Res.Prop/Commercial,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.12,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
941,941,2024,2/29/2024 5:00:00 AM,2/29/2024 5:00:00 AM,Thursday,Race/Ethnicity,White,Threats Utter To Person,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
942,942,2024,3/1/2024 5:00:00 AM,3/1/2024 5:00:00 AM,Friday,Gender,LGBTQ2+,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
943,943,2024,3/3/2024 5:00:00 AM,3/3/2024 5:00:00 AM,Sunday,Race/Ethnicity,White,Robbery (Personal-1 Suspect),Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
944,944,2024,3/4/2024 5:00:00 AM,3/4/2024 5:00:00 AM,Monday,Religion,Catholic,Mischief To Property,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
945,945,2024,3/6/2024 5:00:00 AM,3/6/2024 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Threatening Communications,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.12,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
946,946,2024,3/9/2024 5:00:00 AM,3/8/2024 5:00:00 AM,Friday,Religion,Jewish,Public Incitement Of Hatred,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
947,947,2024,3/9/2024 5:00:00 AM,3/9/2024 5:00:00 AM,Saturday,Race/Ethnicity,Other race/ethnicity,Information (General),Bayshore,Sector 14,West,5050138.00,Ward 7 - Bay,Theresa Kavanagh,Non-Criminal
948,948,2024,3/11/2024 5:00:00 AM,1/21/2024 5:00:00 AM,Sunday,Religion,Jewish,Breach Undertaking/Recog/Fta,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
949,949,2024,3/12/2024 5:00:00 AM,3/11/2024 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
950,950,2024,3/12/2024 5:00:00 AM,3/7/2024 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.14,Ward 21 - Rideau-Jock,David Brown,Criminal
951,951,2024,3/13/2024 5:00:00 AM,3/13/2024 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Carleton University,Sector 22,Central,5050020.01,Ward 17 - Capital,Shawn Menard,Criminal
952,952,2024,3/14/2024 5:00:00 AM,3/14/2024 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Mischief To Property,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.15,Ward 23 - Kanata South,Allan Hubley,Criminal
953,953,2024,3/14/2024 5:00:00 AM,3/14/2024 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
954,954,2024,3/16/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Race/Ethnicity,Black,Mischief To Property,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
955,955,2024,3/17/2024 5:00:00 AM,3/17/2024 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
956,956,2024,3/17/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
957,957,2024,3/17/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Orléans Industrial,Sector 31,East,5050124.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
958,958,2024,3/17/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 4 - Kanata North,Cathy Curry,Criminal
959,959,2024,3/17/2024 5:00:00 AM,3/15/2024 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Orléans Industrial,Sector 31,East,5050124.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
960,960,2024,3/17/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Orléans Industrial,Sector 31,East,5050124.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
961,961,2024,3/17/2024 5:00:00 AM,3/17/2024 5:00:00 AM,Sunday,Race/Ethnicity,Chinese,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
962,962,2024,3/18/2024 5:00:00 AM,3/17/2024 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
963,963,2024,3/20/2024 5:00:00 AM,3/16/2024 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Orléans Industrial,Sector 31,East,5050124.01,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
964,964,2024,3/22/2024 5:00:00 AM,3/17/2024 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
965,965,2024,3/23/2024 5:00:00 AM,10/1/2023 5:00:00 AM,Sunday,Religion,Jewish,Harass Crim Stalking,Laurentian,Sector 14,West,5050032.02,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
966,966,2024,3/24/2024 5:00:00 AM,3/24/2024 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Trend-Arlington,Sector 15,West,5050135.02,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
